cboid,cbodesc,cbotrans,iscoid,iscodesc,cbo_currno,isco_currno
"7-01.77","Mestre (indústria editorial e gráfica)","Supervisors (editorial and graphics industries)","1226","Production and operations department managers in transport, storage and communic",1480,22
"7-01.80","Mestre (construção naval)","Supervisors (navy construction)","1223","Production and operations department managers in construction",1481,19
"7-01.83","Mestre (construção civil)","Supervisors (civil construction)","1223","Production and operations department managers in construction",1482,19
"7-01.84","Supervisor de usina de concreto","Concrete plant supervisors","1229","Production and operations department managers not elsewhere classified",1483,25
"7-01.85","Mestre de linha (ferrovias)","Railroad supervisors","1226","Production and operations department managers in transport, storage and communic",1484,22
"7-01.86","Fiscal de pátio de usina de concreto","Concrete plant courtyard supervisors","1229","Production and operations department managers not elsewhere classified",1485,25
"7-01.87","Inspetor de terraplenagem","Earthwork supervisors","1229","Production and operations department managers not elsewhere classified",1486,25
"7-01.90","Outros mestres, contramestres, supervisores de empresas manufatureiras e trabalh","Other supervisors and masters of manufacturing enterprises and related workers","1222","Production and operations department managers in manufacturing",1487,18
"7-02","Mestres (empresas de extração mineral)","","","",1488,
"7-02.20","Mestre (minas e pedreiras)","Supervisors (mining and quarry)","1229","Production and operations department managers not elsewhere classified",1489,25
"7-02.30","Mestre (poços de petróleo e gás)","Supervisors (petroleum and gas)","1229","Production and operations department managers not elsewhere classified",1490,25
"7-02.90","Outros mestres (empresas de extração mineral)","Other supervisors (mineral extraction enterprises)","1229","Production and operations department managers not elsewhere classified",1491,25
"7-03","Mestres (empresas de energia elétrica, gás, água e esgoto)","","","",1492,
"7-03.20","Mestre (produção de energia elétrica, gás e captação de água)","Supervisors (electrical energy, gas and water production)","1229","Production and operations department managers not elsewhere classified",1493,25
"7-03.30","Mestre (distribuição de energia elétrica, gás e água)","Supervisors (electrical energy, gas and water distribution)","1229","Production and operations department managers not elsewhere classified",1494,25
"7-03.40","Mestre (serviço de esgotos sanitários)","Supervisors (sanitation drain services)","1228","Production and operations department managers in personal care, cleaning and rel",1495,24
"7-03.90","Outros mestres (empresas de energia elétrica, gás, água e esgotos)","Other supervisors (electrical energy, gas, water and drainage)","1229","Production and operations department managers not elsewhere classified",1496,25
"7-04","Contramestres da indústria têxtil","","","",1497,
"7-04.20","Contramestre de fiação (indústria têxtil)","Foremen","3439","Administrative associate professionals not elsewhere classified",1498,204
"7-04.30","Contramestre de tecelagem (indústria têxtil)","Weaving mill foremen (textile industry)","3439","Administrative associate professionals not elsewhere classified",1499,204
"7-04.40","Contramestre de malharia (indústria têxtil)","Mill foremen (textile industry)","3439","Administrative associate professionals not elsewhere classified",1500,204
"7-04.50","Contramestre de acabamento (indústria têxtil)","Finish foremen (textile industry)","3439","Administrative associate professionals not elsewhere classified",1501,204
"7-04.90","Outros contramestres da indústria têxtil","Other textile industries foremen","3439","Administrative associate professionals not elsewhere classified",1502,204
"7-05","Mestres, contramestres, supervisores e operadores de manutenção de sistemas oper","","","",1503,
"7-05.20","Encarregado de manutenção mecânica de sistemas operacionais","Operational systems mechanical maintenance workers","3439","Administrative associate professionals not elsewhere classified",1504,204
"7-05.30","Encarregado de manutenção elétrica de sistemas operacionais","Operational systems electrical maintenance workers","3439","Administrative associate professionals not elsewhere classified",1505,204
"7-05.40","Encarregado de manutenção de instrumentos de controle, medição e similares","Control, measurement and similar equipment maintenance workers","3439","Administrative associate professionals not elsewhere classified",1506,204
"7-05.50","Operador de sala de controle","Control room operators","3439","Administrative associate professionals not elsewhere classified",1507,204
"7-05.90","Outros mestres, contramestres, supervisores e operadores de manutenção de sistem","Other foremen and supervisors of system operations and related workers","3439","Administrative associate professionals not elsewhere classified",1508,204
"7-1","TRABALHADORES DE MINAS E PEDREIRAS, SONDADORES E TRABALHADORES ASSEMELHADOS","","","",1509,
"7-11","Mineiros e canteiros","","","",1510,
"7-11.05","Mineiro, em geral","Mining workers","8111","Mining-plant operators",1511,411
"7-11.10","Canteiro, em geral","Stonemasons","8112","Mineral-ore- and stone-processing-plant operators",1512,412
"7-11.50","Detonador","Blasters","7112","Shotfirers and blasters",1513,321
"7-11.60","Escorador de minas","Abutment and support workers (deep-pit mining)","8111","Mining-plant operators",1514,411
"7-11.70","Amostrador de minérios","Mineral graders","8112","Mineral-ore- and stone-processing-plant operators",1515,412
"7-11.90","Outros mineiros e canteiros","Other mining and stonemasonry workers","8111","Mining-plant operators",1516,411
"7-12","Operadores de máquinas de extração de minérios (minas e pedreiras)","","","",1517,
"7-12.20","Operador de máquina cortadora (minas e pedreiras)","Cutting machinery operators (mining and quarrying)","7113","Stone splitters, cutters and carvers",1518,322
"7-12.30","Operador de máquina perfuradora (minas e pedreiras)","Mineral drill operators","7113","Stone splitters, cutters and carvers",1519,322
"7-12.40","Operador de máquina de extração contínua (minas de carvão)","Extraction equipment operators (charcoal mining)","8112","Mineral-ore- and stone-processing-plant operators",1520,412
"7-12.50","Operador de bob-cat","Bob-cat operators","8112","Mineral-ore- and stone-processing-plant operators",1521,412
"7-12.60","Operador de schutthecar","Schutthecar operators","8112","Mineral-ore- and stone-processing-plant operators",1522,412
"7-12.90","Outros operadores de máquinas de extração de minérios (minas e pedreiras)","Other ore extraction equipment operators","8112","Mineral-ore- and stone-processing-plant operators",1523,412
"7-13","Trabalhadores de beneficiamento de minérios e pedras","","","",1524,
"7-13.20","Destroçador de pedras","Stone processing equipment operators","8112","Mineral-ore- and stone-processing-plant operators",1525,412
"7-13.30","Moleiro de minérios","Ore processing equipment operators","8112","Mineral-ore- and stone-processing-plant operators",1526,412
"7-13.35","Triturador de pedras","Stone grinders","8112","Mineral-ore- and stone-processing-plant operators",1527,412
"7-13.40","Operador de britador de mandíbulas","Stone and ore processing equipment operators","8112","Mineral-ore- and stone-processing-plant operators",1528,412
"7-13.50","Operador de peneiras hidráulicas","Stone and ore processing equipment operators","8112","Mineral-ore- and stone-processing-plant operators",1529,412
"7-13.60","Operador de aparelho de flutuação","Stone and ore processing equipment operators","8112","Mineral-ore- and stone-processing-plant operators",1530,412
"7-13.70","Operador de aparelho de precipitação (minas de ouro ou prata)","Precipitation processing equipment operators (gold and silver mining)","8111","Mining-plant operators",1531,411
"7-13.80","Operador de jig (minas)","Jig operators (mines)","8111","Mining-plant operators",1532,411
"7-13.90","Outros trabalhadores de beneficiamento de minérios e pedras","Other stone and ore processing equipment operators","8112","Mineral-ore- and stone-processing-plant operators",1533,412
"7-14","Sondadores de poços de petróleo e gás e trabalhadores assemelhados","","","",1534,
"7-14.20","Sondador (poços de petróleo e gás)","Drillers (petroleum and gas)","8113","Well drillers and borers and related workers",1535,413
"7-14.30","Plataformista (petróleo)","Oil rig operators","8155","Petroleum- and natural-gas-refining-plant operators",1536,431
"7-14.40","Torrista (petróleo)","Petroleum tower operators","8155","Petroleum- and natural-gas-refining-plant operators",1537,431
"7-14.50","Cimentador (poços de petróleo e gás)","Concrete construction workers (petroleum and gas)","8155","Petroleum- and natural-gas-refining-plant operators",1538,431
"7-14.60","Desencrustador (poços de petróleo e gás)","Petroleum and gas workers","8113","Well drillers and borers and related workers",1539,413
"7-14.90","Outros sondadores de poços de petróleo e gás","Other petroleum and gas drillers","8113","Well drillers and borers and related workers",1540,413
"7-15","Sondadores de poços (exceto de petróleo e gás)","","","",1541,
"7-15.20","Sondador de poços (exceto de petróleo e gás)","Well drillers (except petroleum and gas)","8113","Well drillers and borers and related workers",1542,413
"7-15.25","Operador de sonda rotativa","Rotating drill operators","8113","Well drillers and borers and related workers",1543,413
"7-15.27","Operador de sonda de percussão","Percussion drill operators","8113","Well drillers and borers and related workers",1544,413
"7-15.90","Outros sondadores de poços (exceto de petróleo e gás)","Other well drill operators (except petroleum and gas)","8113","Well drillers and borers and related workers",1545,413
"7-16","Salineiros (sal marinho)","","","",1546,
"7-16.20","Salineiro (sal marinho)","Salt bed workers (sea salt)","8290","Other machine operators and assemblers",1547,485
"7-16.90","Outros salineiros (sal marinho)","Other salt bed workers (sea salt)","8290","Other machine operators and assemblers",1548,485
"7-19","Trabalhadores de minas e pedreiras, sondadores e trabalhadores assemelhados não-","","","",1549,
"7-19.20","Garimpeiro","Gold washers","7111","Miners and quarry workers",1550,320
"7-19.30","Sondador (xisto)","Drillers (mineral coal)","8113","Well drillers and borers and related workers",1551,413
"7-19.90","Outros trabalhadores de minas e pedreiras, sondadores e trabalhadores assemelhad","Other mining and stonemason, drillers and related workers n.e.c.","9311","Mining and quarrying labourers",1552,531
"7-2","TRABALHADORES METALÚRGICOS E SIDERÚRGICOS","","","",1553,
"7-20","Operadores de aciaria","","","",1554,
"7-20.15","Operador de recebimento de gusa","Iron-foundry withdrawel operators","8121","Ore and metal furnace operators",1555,415
"7-20.20","Operador de misturador de gusa","Iron-foundry mixing operators","8121","Ore and metal furnace operators",1556,415
"7-20.23","Operador de dessulfurador de gusa","Iron-foundry desulphurization equipment operators","8121","Ore and metal furnace operators",1557,415
"7-20.25","Operador de basculamento de convertedor","Converter equipment operators","8121","Ore and metal furnace operators",1558,415
"7-20.30","Operador de forno-panela","Furnace operators","8121","Ore and metal furnace operators",1559,415
"7-20.35","Soprador de convertedor","Converter blowers","8121","Ore and metal furnace operators",1560,415
"7-20.90","Outros trabalhadores de aciaria","Other steel mill workers","8121","Ore and metal furnace operators",1561,415
"7-21","Forneiros e operadores metalúrgicos (primeira fusão)","","","",1562,
"7-21.13","Operador de área de corrida","Furnace supply workers","8121","Ore and metal furnace operators",1563,415
"7-21.20","Forneiro (alto forno)","Furnace operators (high furnace)","8121","Ore and metal furnace operators",1564,415
"7-21.30","Forneiro (conversor siemens-martin)","Furnace operators (Siemens-Martin converter)","8121","Ore and metal furnace operators",1565,415
"7-21.40","Forneiro (conversor a oxigênio)","Furnace operators (oxygen converter)","8121","Ore and metal furnace operators",1566,415
"7-21.50","Forneiro (conversor bessemer)","Furnace operators (Bessemer converter)","8121","Ore and metal furnace operators",1567,415
"7-21.60","Forneiro (forno elétrico)","Furnace operators (electrical furnace)","8121","Ore and metal furnace operators",1568,415
"7-21.70","Forneiro (refino de metais não-ferrosos)","Furnace operators (non-iron metal refine)","8121","Ore and metal furnace operators",1569,415
"7-21.80","Forneiro de forno de redução direta","Direct reduction furnace operators","8121","Ore and metal furnace operators",1570,415
"7-21.90","Outros forneiros e operadores metalúrgicos (primeira fusão)","Other furnace operators and metallurgy workers (first fusion)","8121","Ore and metal furnace operators",1571,415
"7-22","Operadores de laminação","","","",1572,
"7-22.10","Operador de laminador, em geral","Laminate operators, general","8122","Metal melters, casters and rolling-mill operators",1573,416
"7-22.15","Operador de laminador desbastador","Laminate operators","8122","Metal melters, casters and rolling-mill operators",1574,416
"7-22.20","Operador de laminador de barras a quente","Hot-bars laminate operators","8122","Metal melters, casters and rolling-mill operators",1575,416
"7-22.40","Operador de laminador de barras a frio","Cold-bars laminate operators","8122","Metal melters, casters and rolling-mill operators",1576,416
"7-22.50","Operador de laminador de metais não-ferrosos","Non-iron metals laminate operators","8122","Metal melters, casters and rolling-mill operators",1577,416
"7-22.60","Operador de laminador de tubos","Pipe laminate operators","8122","Metal melters, casters and rolling-mill operators",1578,416
"7-22.80","Operador de montagem de cilindros e mancais","Cylinder assembly machine operators","8122","Metal melters, casters and rolling-mill operators",1579,416
"7-22.85","Recuperador de guias e cilindros","Cylinder recuperation machine operators","8122","Metal melters, casters and rolling-mill operators",1580,416
"7-22.90","Outros operadores de laminação","Other laminate operators","8122","Metal melters, casters and rolling-mill operators",1581,416
"7-23","Forneiros metalúrgicos (segunda fusão e reaquecimento)","","","",1582,
"7-23.15","Forneiro de revérbero","Repel furnace operators","8121","Ore and metal furnace operators",1583,415
"7-23.17","Forneiro de fundição (forno de redução)","Fusing furnace operators (reduction furnace)","8121","Ore and metal furnace operators",1584,415
"7-23.25","Forneiro de forno-poço","Well furnace operators","8121","Ore and metal furnace operators",1585,415
"7-23.30","Forneiro de cubilô","Furnace operators","8121","Ore and metal furnace operators",1586,415
"7-23.35","Forneiro de cadinho","Furnace operators","8121","Ore and metal furnace operators",1587,415
"7-23.40","Forneiro de reaquecimento e tratamento térmico","Thermal treatment and heating furnace operators","8121","Ore and metal furnace operators",1588,415
"7-23.45","Forneiro de forjaria","Forgers","8121","Ore and metal furnace operators",1589,415
"7-23.90","Outros forneiros metalúrgicos (segunda fusão e reaquecimento)","Other metallurgical furnace operators","8121","Ore and metal furnace operators",1590,415
"7-24","Fundidores de metais","","","",1591,
"7-24.20","Fundidor de metais","Metal melters operators","8122","Metal melters, casters and rolling-mill operators",1592,416
"7-24.30","Operador de máquina centrifugadora de fundição","Melting centrifuge operators","8122","Metal melters, casters and rolling-mill operators",1593,416
"7-24.40","Operador de máquina de fundir sob pressão","Melting equipment operators (under pressure)","8122","Metal melters, casters and rolling-mill operators",1594,416
"7-24.60","Lingotador","Ingot machine operators","8122","Metal melters, casters and rolling-mill operators",1595,416
"7-24.70","Operador de acabamento de peças fundidas","Melters and parts processing equipment operators","8122","Metal melters, casters and rolling-mill operators",1596,416
"7-24.75","Preparador de panelas (lingotamento)","Pan preparers","8122","Metal melters, casters and rolling-mill operators",1597,416
"7-24.80","Operador de vazamento (lingotamento)","Leak operators (ingots)","8122","Metal melters, casters and rolling-mill operators",1598,416
"7-24.90","Outros fundidores de metais","Other metal melters","8122","Metal melters, casters and rolling-mill operators",1599,416
"7-25","Moldadores e macheiros","","","",1600,
"7-25.15","Operador de equipamento de preparação de areia","Sand preparation equipment operators","7211","Metal moulders and coremakers",1601,343
"7-25.20","Moldador, à mão","Molders, manual","7211","Metal moulders and coremakers",1602,343
"7-25.40","Moldador, à máquina","Molders, machine-operating","7211","Metal moulders and coremakers",1603,343
"7-25.50","Macheiro, à mão","Manual coremakers","7211","Metal moulders and coremakers",1604,343
"7-25.60","Macheiro, à máquina","Mechanical coremakers","7211","Metal moulders and coremakers",1605,343
"7-25.90","Outros moldadores e macheiros","Other molders","7211","Metal moulders and coremakers",1606,343
"7-26","Trabalhadores de tratamento térmico e termoquímico de metais","","","",1607,
"7-26.20","Operador de forno de tratamento térmico","Thermal-treatment furnace operators","8123","Metal-heat-treating-plant operators",1608,417
"7-26.30","Temperador de metais","Metal-hardening workers","8123","Metal-heat-treating-plant operators",1609,417
"7-26.40","Cementador de metais","Metal cement equipment operators","8123","Metal-heat-treating-plant operators",1610,417
"7-26.50","Normalizador de metais","Metal normalizers","8123","Metal-heat-treating-plant operators",1611,417
"7-26.60","Operador de equipamento para resfriamento","Cooling equipment operators","8123","Metal-heat-treating-plant operators",1612,417
"7-26.70","Recuperador de chapas","Plate recuperation workers","8123","Metal-heat-treating-plant operators",1613,417
"7-26.90","Outros trabalhadores de tratamento térmico e termoquímico de metais","Other thermal and chemical treatment workers","8123","Metal-heat-treating-plant operators",1614,417
"7-27","Trefiladores e estiradores de metais","","","",1615,
"7-27.20","Trefilador de metais, à mão","Wire drawers, manual","8124","Metal drawers and extruders",1616,418
"7-27.30","Trefilador de metais, à máquina","Wire drawers, machine-operating","8124","Metal drawers and extruders",1617,418
"7-27.40","Estirador de tubos de metal sem costura","Metal pipe stretchers","8124","Metal drawers and extruders",1618,418
"7-27.50","Extrusor de metais","Metal extruders","8124","Metal drawers and extruders",1619,418
"7-27.90","Outros trefiladores e estiradores de metais","Other drawers and extruders","8124","Metal drawers and extruders",1620,418
"7-28","Galvanizadores e recobridores de metais","","","",1621,
"7-28.20","Galvanizador","Galvanizers","8223","Metal finishing-, plating- and coating-machine operators",1622,447
"7-28.30","Metalizador (banho quente)","Mettalizers","8223","Metal finishing-, plating- and coating-machine operators",1623,447
"7-28.35","Operador de zincagem (processo eletrolítico)","Zinc coating operators","8223","Metal finishing-, plating- and coating-machine operators",1624,447
"7-28.40","Operador de máquina recobridora de arame","Wire coating operators","8223","Metal finishing-, plating- and coating-machine operators",1625,447
"7-28.45","Decapador","Pickling operators","8223","Metal finishing-, plating- and coating-machine operators",1626,447
"7-28.50","Metalizador, à pistola","Mettalizers (with pistol)","8223","Metal finishing-, plating- and coating-machine operators",1627,447
"7-28.55","Fosfatizador","Phosphatizing operators","8223","Metal finishing-, plating- and coating-machine operators",1628,447
"7-28.60","Oxidador","Rust operators","8223","Metal finishing-, plating- and coating-machine operators",1629,447
"7-28.90","Outros galvanizadores e recobridores de metais","Other galvanizers and metal coating","8223","Metal finishing-, plating- and coating-machine operators",1630,447
"7-29","Trabalhadores metalúrgicos e siderúrgicos não-classificados sob outras epígrafes","","","",1631,
"7-29.15","Encarregado de acabamento","Finishing operators","8223","Metal finishing-, plating- and coating-machine operators",1632,447
"7-29.30","Rebarbador de metais","Deburr operators","8223","Metal finishing-, plating- and coating-machine operators",1633,447
"7-29.35","Operador de jato abrasivo","Abrasive blast operators","8223","Metal finishing-, plating- and coating-machine operators",1634,447
"7-29.50","Operador de cabine de laminação (fio-máquina)","Rolling-mill cabin operators","8223","Metal finishing-, plating- and coating-machine operators",1635,447
"7-29.60","Operador de bobinadeira de tiras, a quente","Hot-winder operators","8223","Metal finishing-, plating- and coating-machine operators",1636,447
"7-29.65","Classificador e empilhador de tijolos refratários","Refractory brick graders","8223","Metal finishing-, plating- and coating-machine operators",1637,447
"7-29.67","Preparador de aditivos","Additives preparation workers","8223","Metal finishing-, plating- and coating-machine operators",1638,447
"7-29.68","Operador de linha de chapeamento","Plating line operators","8223","Metal finishing-, plating- and coating-machine operators",1639,447
"7-29.70","Escarfador","Reaming operators","8223","Metal finishing-, plating- and coating-machine operators",1640,447
"7-29.77","Preparador de sucata e aparas","Scrap metal and shaving preparers","8223","Metal finishing-, plating- and coating-machine operators",1641,447
"7-29.80","Operador de máquina de sinterizar","Synthesizer operators","8223","Metal finishing-, plating- and coating-machine operators",1642,447
"7-29.83","Operador de equipamento de dosagem e preparação","Dosage and preparation equipment operators","8223","Metal finishing-, plating- and coating-machine operators",1643,447
"7-29.85","Operador de escoria e sucata","Scrap metal and shaving preparers","8223","Metal finishing-, plating- and coating-machine operators",1644,447
"7-29.87","Marcador de produtos (siderurgia e metalurgia)","Product markers (iron and steel)","8223","Metal finishing-, plating- and coating-machine operators",1645,447
"7-29.90","Outros trabalhadores metalúrgicos e siderúrgicos não-classificados sob outras ep","Other iron and steel workers n.e.c.","8223","Metal finishing-, plating- and coating-machine operators",1646,447
"7-3","TRABALHADORES DE TRATAMENTO DA MADEIRA E DE FABRICAÇÃO DE PAPEL E PAPELÃO","","","",1647,
"7-31","Trabalhadores de tratamento da madeira","","","",1648,
"7-31.20","Secador de madeira","Wood driers","7421","Wood treaters",1649,393
"7-31.30","Impregnador de madeira","Wood impregnation operators","7421","Wood treaters",1650,393
"7-31.90","Outros trabalhadores de tratamento da madeira","Other wood treatment workers","7421","Wood treaters",1651,393
"7-32","Operadores de máquinas de desdobrar madeira","","","",1652,
"7-32.10","Serrador de madeira, em geral","Wood sawing operators","8141","Wood-processing-plant operators",1653,423
"7-32.15","Operador de serras","Saw operators","8141","Wood-processing-plant operators",1654,423
"7-32.20","Serrador de bordas","Edge sawing operators","7423","Woodworking machine setters and setter-operators",1655,395
"7-32.25","Serrador de madeira (serra circular múltipla)","Wood sawing operators (revolving saw)","7423","Woodworking machine setters and setter-operators",1656,395
"7-32.30","Serrador de madeira (serra de fita múltipla)","Wood sawing operators (strip saw)","7423","Woodworking machine setters and setter-operators",1657,395
"7-32.40","Cortador de laminados de madeira","Laminator wood cutters","7423","Woodworking machine setters and setter-operators",1658,395
"7-32.90","Outros operadores de máquinas de desdobrar madeira","Other wood cutting equipment operators","7423","Woodworking machine setters and setter-operators",1659,395
"7-33","Preparadores de pasta para papel","","","",1660,
"7-33.20","Triturador de madeira","Wood grinders","8142","Paper-pulp plant operators",1661,424
"7-33.30","Operador de picador de madeira","Wood grinding operators","8142","Paper-pulp plant operators",1662,424
"7-33.40","Operador de digestor de pasta para papel","Pulp digesters","8142","Paper-pulp plant operators",1663,424
"7-33.50","Operador de branqueador de pasta para papel","Pulp whitening operators","8142","Paper-pulp plant operators",1664,424
"7-33.55","Operador de lavagem de depuração de pasta para papel","Pulp cleansing operators","8142","Paper-pulp plant operators",1665,424
"7-33.60","Cilindreiro (pasta para papel)","Pulp cylinder operators","8142","Paper-pulp plant operators",1666,424
"7-33.70","Operador de máquina de secar celulose","Cellulose drier operators","8142","Paper-pulp plant operators",1667,424
"7-33.90","Outros preparadores de pasta para papel","Other pulp preparers","8142","Paper-pulp plant operators",1668,424
"7-34","Operadores de máquinas de fabricação de papel e papelão","","","",1669,
"7-34.10","Operador de máquina de fabricar papel e papelão","Paper- and cardboard-making machine operators","8143","Papermaking-plant operators",1670,425
"7-34.20","Operador de máquina de fabricar papel (fase úmida)","Papermaking machine operators (unique phase)","8143","Papermaking-plant operators",1671,425
"7-34.30","Operador de máquina de fabricar papel (fase seca)","Papermaking machine operators (dry phase)","8143","Papermaking-plant operators",1672,425
"7-34.35","Operador de máquina de fabricar papelão","Cardboard-making machine operators","8143","Papermaking-plant operators",1673,425
"7-34.40","Calandrista de papel (tratamentos químicos e afins)","Paper banding machine operators","8143","Papermaking-plant operators",1674,425
"7-34.70","Operador de cortadeira de papel","Paper cutting operators","8143","Papermaking-plant operators",1675,425
"7-34.90","Outros operadores de máquinas de fabricação de papel e papelão","Other paper- and cardboard-making machine operators","8143","Papermaking-plant operators",1676,425
"7-35","Preparadores de compensados e aglomerados","","","",1677,
"7-35.20","Operador de máquina intercaladora de placas (compensados)","Sheet interlay machine operators (plywood)","8141","Wood-processing-plant operators",1678,423
"7-35.30","Prensista de compensados","Plywood press operators","8141","Wood-processing-plant operators",1679,423
"7-35.40","Preparador de aglomerantes","Plywood setup operators","8141","Wood-processing-plant operators",1680,423
"7-35.50","Prensista de aglomerados","Agglomerated wood setup operators","8141","Wood-processing-plant operators",1681,423
"7-35.90","Outros preparadores de compensados e aglomerados","Other setup operators for plywood and agglomerated wood","8141","Wood-processing-plant operators",1682,423
"7-39","Trabalhadores de tratamento da madeira e de fabricação de papel e papelão não-cl","","","",1683,
"7-39.20","Classificador de madeira","Wood graders","7421","Wood treaters",1684,393
"7-39.30","Operador de rebobinadeira","Realer operators","7421","Wood treaters",1685,393
"7-39.40","Escolhedor de papel","Paper choosers","7421","Wood treaters",1686,393
"7-39.90","Outros trabalhadores de tratamento da madeira e de fabricação de papel e papelão","Other wood treatment and paper- and cardboard-making workers n.e.c.","7421","Wood treaters",1687,393
"7-4","OPERADORES DE INSTALAÇÕES DE PROCESSAMENTOS QUÍMICOS E TRABALHADORES ASSEMELHADO","","","",1688,
"7-41","Operadores de britadeiras, trituradoras e misturadeiras (tratamentos químicos e ","","","",1689,
"7-41.20","Operador de britadeira (tratamentos químicos e afins)","Crusher operators (chemical and similar treatments)","8151","Crushing-, grinding- and chemical-mixing-machinery operators",1690,427
"7-41.30","Moleiro (tratamentos químicos e afins)","Millers (chemical and similar treatments)","8151","Crushing-, grinding- and chemical-mixing-machinery operators",1691,427
"7-41.40","Operador de máquina misturadeira (tratamentos químicos e afins)","Mixing equipment operators (chemical and similar treatments)","8151","Crushing-, grinding- and chemical-mixing-machinery operators",1692,427
"7-41.90","Outros operadores de britadeiras, trituradoras e misturadeiras (tratamentos quím","Other crushing, mixing and grinding machinery operators","8151","Crushing-, grinding- and chemical-mixing-machinery operators",1693,427
"7-42","Operadores de instalações térmicas para processamentos químicos","","","",1694,
"7-42.20","Cozinhador (tratamentos químicos e afins)","Boilers (chemical and similar treatments)","8152","Chemical-heat-treating-plant operators",1695,428
"7-42.30","Operador de forno de calcinação (tratamentos químicos e afins)","Calcinations operators (chemical and similar treatments)","8152","Chemical-heat-treating-plant operators",1696,428
"7-42.40","Operador de secador (tratamentos químicos e afins)","Drier operators (chemical and similar treatments)","8152","Chemical-heat-treating-plant operators",1697,428
"7-42.50","Operador de autoclave (tratamentos químicos e afins)","Sterilizer operators (chemical and similar treatments)","8152","Chemical-heat-treating-plant operators",1698,428
"7-42.90","Outros operadores de instalações térmicas para processamentos químicos","Other thermic equipment operators (chemical and similar treatments)","8152","Chemical-heat-treating-plant operators",1699,428
"7-43","Operadores de aparelhos de filtragem e separação (tratamentos químicos e afins)","","","",1700,
"7-43.20","Operador de filtro-prensa (tratamentos químicos e afins)","Filtering operators (chemical and similar treatments)","8153","Chemical-filtering- and separating-equipment operators",1701,429
"7-43.30","Operador de filtro de tambor rotativo (tratamentos químicos e afins)","Rotating drum filter operators","8153","Chemical-filtering- and separating-equipment operators",1702,429
"7-43.35","Operador de filtro de secagem (mineração)","Drier filter operators (minerals)","8153","Chemical-filtering- and separating-equipment operators",1703,429
"7-43.40","Operador de centrifugadora (tratamentos químicos e afins)","Centrifuge operators (chemical and similar treatments)","8153","Chemical-filtering- and separating-equipment operators",1704,429
"7-43.50","Operador de tratamento do petróleo cru (campos de extração)","Crude petroleum treatment operators (extraction sites)","8153","Chemical-filtering- and separating-equipment operators",1705,429
"7-43.60","Operador de filtros de parafina (tratamentos químicos e afins)","Paraffin filter operators (chemical and similar treatments)","8153","Chemical-filtering- and separating-equipment operators",1706,429
"7-43.90","Outros operadores de aparelhos de filtragem e separação (tratamentos químicos e ","Other filter equipment operators (chemical and similar treatments)","8153","Chemical-filtering- and separating-equipment operators",1707,429
"7-44","Operadores de aparelhos de destilação e reação","","","",1708,
"7-44.20","Destilador de produtos químicos (exceto petróleo)","Chemical products distillers (except petroleum)","8154","Chemical-still and reactor operators (except petroleum and natural gas)",1709,430
"7-44.30","Operador de alambique de funcionamento contínuo (produtos químicos, exceto petró","Continuous still operators","8154","Chemical-still and reactor operators (except petroleum and natural gas)",1710,430
"7-44.40","Operador de aparelho de reação e conversão (produtos químicos, exceto petróleo)","Reaction and conversion device operators","8154","Chemical-still and reactor operators (except petroleum and natural gas)",1711,430
"7-44.50","Operador de evaporador","Steam operators","8154","Chemical-still and reactor operators (except petroleum and natural gas)",1712,430
"7-44.60","Destilador de madeira","Wood distillers","8154","Chemical-still and reactor operators (except petroleum and natural gas)",1713,430
"7-44.70","Operador de equipamento de destilação de álcool","Alcohol distillery equipment operators","8154","Chemical-still and reactor operators (except petroleum and natural gas)",1714,430
"7-44.80","Alambiqueiro (produção de cachaça)","Continuous distillery operators (cachaca production)","8154","Chemical-still and reactor operators (except petroleum and natural gas)",1715,430
"7-44.90","Outros operadores de aparelhos de destilação e reação","Other distillery and reaction equipment operators","8154","Chemical-still and reactor operators (except petroleum and natural gas)",1716,430
"7-45","Operadores de refinação de petróleo","","","",1717,
"7-45.20","Dessulfurador (refinação de petróleo)","Desulphurizer operators (petroleum refining)","8155","Petroleum- and natural-gas-refining-plant operators",1718,431
"7-45.30","Bombeador (refinação de petróleo)","Pamper (petroleum refining)","8155","Petroleum- and natural-gas-refining-plant operators",1719,431
"7-45.40","Destilador de petróleo","Petroleum distillers","8155","Petroleum- and natural-gas-refining-plant operators",1720,431
"7-45.50","Operador de painel de controle (refinação de petróleo)","Control panel operators (petroleum refining)","8155","Petroleum- and natural-gas-refining-plant operators",1721,431
"7-45.60","Misturador (refinação de petróleo)","Mixers (petroleum refining)","8155","Petroleum- and natural-gas-refining-plant operators",1722,431
"7-45.90","Outros operadores de refinação de petróleo","Other petroleum refining operators","8155","Petroleum- and natural-gas-refining-plant operators",1723,431
"7-46","Operadores de coqueria","","","",1724,
"7-46.20","Operador de sistema de reversão (coqueria)","Converter operators (foundry coke)","8229","Chemical-products machine operators not elsewhere classified",1725,449
"7-46.30","Operador de exaustor (coqueria)","Extractor fan operators (foundry coke)","8229","Chemical-products machine operators not elsewhere classified",1726,449
"7-46.40","Operador de britador de coque","Coke crusher operators","8229","Chemical-products machine operators not elsewhere classified",1727,449
"7-46.50","Operador de refrigeração (coqueria)","Refrigeration operators (foundry coke)","8229","Chemical-products machine operators not elsewhere classified",1728,449
